"ID","os","ProtocolId","within.day","ScriptName","day.of.week","RunTimestamp","SubmissionTimestamp","HOW","nPEOPLE","WHOM","d1.da.fare","d2.veloce","d3.multitask","d4.intensa","c1.cambiare","c2.come","c3.tempo","OCS","t1.rilassato.teso","e1.stanco.sveglio","v2.soddisfatto.insoddisfatto","t2.agitato.calmo","e2.pieno.privodenergia","v3.positivo.negativo","t3.nervoso.tranquillo","e3.affaticato.fresco","WHAT","v1.male.bene","PSi","event1.negativi","event2.intensity.n","event3.positivi","event4.intensity.p","Drugs"
"OQAB1946","Android","ProtocolWorkM",4,"Survey Lavoro",5,2018-11-30 14:54:14.269,2018-11-30 15:00:38.651,"Facciaafaccia/oralmente","1","Sottoposti","2","1","2","2","6","6","6","Nessunadiquestecondizoni","1","5","3","5","3","5","5","4","PAUSA-->indicaancheL'ATTIVITÀSVOLTAPRIMAdellapausaeriferiscitiaquestaperleprossimedomande,NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","7",NA,NA,NA,NA,NA,NA
"OQAB1946","Android","ProtocolWorkM",5,"Survey Lavoro",5,2018-11-30 16:26:56.269,2018-11-30 16:33:25.652,"Facciaafaccia/oralmente","2","Colleghi","2","2","2","2","5","5","5","Nessunadiquestecondizoni","2","4","2","5","4","4","4","4","PAUSA-->indicaancheL'ATTIVITÀSVOLTAPRIMAdellapausaeriferiscitiaquestaperleprossimedomande,NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","6",NA,NA,NA,NA,NA,NA
"OQAB1946","Android","ProtocolWorkM",1,"Survey Mattina",1,2018-12-03 09:15:00.376,2018-12-03 09:24:06.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","5","3","3","3","4","5",NA,"5","Nessunodiquestisintomi","2","2","2","2","No"
"OQAB1946","Android","ProtocolWorkM",2,"Survey Lavoro",1,2018-12-03 10:21:38.868,2018-12-03 10:35:37.759,"Alcomputer,Facciaafaccia/oralmente","1","Sottoposti","5","3","5","5","3","3","3","Interruzioni,Regoleeprocedureorganizzative,Inadeguateapparecchiature,strumentioforniture","4","5","4","3","3","4","4","3","AUTHORINGcreazione/composizionedicontenutitestualiomultimediali","5",NA,NA,NA,NA,NA,NA
"OQAB1946","Android","ProtocolWorkM",3,"Survey Lavoro",1,2018-12-03 12:07:26.866,2018-12-03 12:09:42.601,"Alcomputer","0","Nessuno","4","4","4","4","4","4","4","Interruzioni","4","4","4","4","4","4","4","4","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","4",NA,NA,NA,NA,NA,NA
"OQAB1946","Android","ProtocolWorkM",4,"Survey Lavoro",1,2018-12-03 13:20:07.332,2018-12-03 13:26:02.045,"Alcomputer","0","Nessuno","5","5","5","6","2","2","2","Interruzioni,Inadeguatoaiutodapartedialtrepersone,Inadeguateapparecchiature,strumentioforniture","5",NA,NA,"3","4","3","3","4","ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione","3",NA,NA,NA,NA,NA,NA
"OQAB1946","Android","ProtocolWorkM",5,"Survey Lavoro",1,2018-12-03 16:38:36.866,2018-12-03 16:52:50.013,"Alcomputer","0","Nessuno","4","3","4","3","3","3","3","Nessunadiquestecondizoni","4","4","4","4","4","4","4","5","PAUSA-->indicaancheL'ATTIVITÀSVOLTAPRIMAdellapausaeriferiscitiaquestaperleprossimedomande,ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione","5",NA,NA,NA,NA,NA,NA
"OQAB1946","Android","ProtocolWorkM",1,"Survey Mattina",3,2018-12-05 09:15:00.455,2018-12-05 09:51:33.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","6","5","4","2","2","6","5",NA,"5","Nessunodiquestisintomi","2","2","2","2","No"
"OQAB1946","Android","ProtocolWorkM",2,"Survey Lavoro",3,2019-01-23 11:52:27.081,2019-01-23 11:54:21.411,"Facciaafaccia/oralmente,Alcomputer","2","Colleghi,Sottoposti","5","4","4","4","2","4","4","Interruzioni","5","5","3","3","3","4","3","4","ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione,ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","4",NA,NA,NA,NA,NA,NA
"OQAB1946","Android","ProtocolWorkM",3,"Survey Lavoro",3,2019-01-23 15:02:42.680,2019-01-23 15:05:31.845,"Facciaafaccia/oralmente,Alcomputer","2","Colleghi","4","3","3","4","3","4","4","Nessunadiquestecondizoni","4","4","5","4","4","4","4","4","AUTHORINGcreazione/composizionedicontenutitestualiomultimediali","4",NA,NA,NA,NA,NA,NA
"OQAB1946","Android","ProtocolWorkM",4,"Survey Lavoro",3,2019-01-23 16:37:13.124,2019-01-23 16:39:09.764,"Alcomputer","0","Nessuno","4","4","4","4","5","4","4","Nessunadiquestecondizoni","5","3","5","4","4","3","3","3","PAUSA-->indicaancheL'ATTIVITÀSVOLTAPRIMAdellapausaeriferiscitiaquestaperleprossimedomande,RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","3",NA,NA,NA,NA,NA,NA
"Pblf1952","Android","ProtocolWorkM",1,"Survey Mattina",5,2019-02-01 09:15:02.003,2019-02-01 09:20:50.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4","4","6","4","2","5","4",NA,"7","Nessunodiquestisintomi","1","1","4","4","No"
"Pblf1952","Android","ProtocolWorkM",2,"Survey Lavoro",5,2019-02-01 12:03:10.466,2019-02-01 12:06:31.552,"Alcomputer","1","Nessuno","3","1","1","1","7","7","6","Nessunadiquestecondizoni","3","5","1","3","2","6","6","5","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","6",NA,NA,NA,NA,NA,NA
"Pblf1952","Android","ProtocolWorkM",3,"Survey Lavoro",5,2019-02-01 13:37:10.623,2019-02-01 13:38:30.986,"Alcomputer","0","Nessuno","2","3","3","3","2","1","2","Inadeguateapparecchiature,strumentioforniture","6","2","6","6","6","2","2","2","ALTRO","2",NA,NA,NA,NA,NA,NA
"Pblf1952","Android","ProtocolWorkM",4,"Survey Lavoro",5,2019-02-01 15:06:54.405,2019-02-01 15:16:59.310,"Facciaafaccia/oralmente","4","Nessuno","4","4","4","7","7","7","7","Formazioneinsufficiente","2","4","4","5","4","6","6","4","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","7",NA,NA,NA,NA,NA,NA
"Pblf1952","Android","ProtocolWorkM",5,"Survey Lavoro",5,2019-02-01 16:25:18.136,2019-02-01 16:26:59.815,"Altro","0","Nessuno","4","4","4","4","4","4","4","Nessunadiquestecondizoni","4","4","4","4","4","4","4","4","PAUSA-->indicaancheL'ATTIVITÀSVOLTAPRIMAdellapausaeriferiscitiaquestaperleprossimedomande","4",NA,NA,NA,NA,NA,NA
"Pblf1952","Android","ProtocolWorkM",6,"Survey Lavoro",5,2019-02-01 18:08:06.469,2019-02-01 18:09:08.359,"Facciaafaccia/oralmente","1","Nessuno","2","2","3","2","7","6","6","Nessunadiquestecondizoni","1","6","4","6","4","6","4","4","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","7",NA,NA,NA,NA,NA,NA
"Pblf1952","Android","ProtocolWorkM",1,"Survey Mattina",1,2019-02-04 09:15:00.641,2019-02-04 09:15:55.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","4","4","4","4","3","5","4",NA,"6","Nessunodiquestisintomi","1","1","5","4","No"
"Pblf1952","Android","ProtocolWorkM",2,"Survey Lavoro",1,2019-02-04 12:01:32.007,2019-02-04 12:03:01.600,"Alcomputer","1","Nessuno","5","5","5","5","3","5","5","Nessunadiquestecondizoni","5","5","3","3","3","4","6","4","ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione","5",NA,NA,NA,NA,NA,NA
"Pblf1952","Android","ProtocolWorkM",3,"Survey Lavoro",1,2019-02-04 13:24:28.913,2019-02-04 13:30:59.679,"Altelefono","0","Nessuno","5","5","5","5","2","2","3","Nessunadiquestecondizoni","4","4","5","4","5","4","6","5","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","4",NA,NA,NA,NA,NA,NA
"Pblf1952","Android","ProtocolWorkM",4,"Survey Lavoro",1,2019-02-04 14:52:41.250,2019-02-04 14:57:53.869,"Alcomputer","5","Superiori","2","2","2","2","1","1","1","Ilmiosuperiore","6","3","6","6","6","2","6","4","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","3",NA,NA,NA,NA,NA,NA
"Pblf1952","Android","ProtocolWorkM",5,"Survey Lavoro",1,2019-02-04 16:25:10.257,2019-02-04 16:28:06.157,"Facciaafaccia/oralmente","5","Colleghi,Superiori","3","3","3","3","3","2","1","Nessunadiquestecondizoni,Ilmiosuperiore","2","4","5","6","4","2","4","4","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","3",NA,NA,NA,NA,NA,NA
"Pblf1952","Android","ProtocolWorkM",6,"Survey Lavoro",1,2019-02-04 18:06:52.282,2019-02-04 18:22:52.858,"Facciaafaccia/oralmente","5","Superiori,Colleghi","4","3","3","4","1","1","1","Ilmiosuperiore","4","1","4","4","7","4","4","4","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","4",NA,NA,NA,NA,NA,NA
"Pblf1952","Android","ProtocolWorkM",1,"Survey Mattina",3,2019-02-06 09:15:00.188,2019-02-06 09:28:32.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4","7","6","4","2","6","6",NA,"7","Nessunodiquestisintomi","2","1","5","5","No"
"Pblf1952","Android","ProtocolWorkM",2,"Survey Lavoro",3,2019-02-06 11:53:36.358,2019-02-06 11:54:39.375,"Facciaafaccia/oralmente","1","Superiori","4","4","3","4","4","4","4","Interruzioni","3","5","3","4","4","4","4","4","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","4",NA,NA,NA,NA,NA,NA
"Pblf1952","Android","ProtocolWorkM",3,"Survey Lavoro",3,2019-02-06 13:28:38.439,2019-02-06 13:45:27.879,"Facciaafaccia/oralmente,Alcomputer","5","Colleghi,Superiori","4","3","4","4","4","4","4","Nessunadiquestecondizoni","1","6","2","6","2","7","7","4","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","7",NA,NA,NA,NA,NA,NA
"Pblf1952","Android","ProtocolWorkM",4,"Survey Lavoro",3,2019-02-06 14:50:51.443,2019-02-06 14:51:58.127,"Alcomputer","0","Nessuno","6","5",NA,NA,NA,NA,NA,NA,"5","5","4","4","4","6","5","3","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","5",NA,NA,NA,NA,NA,NA
"Pblf1952","Android","ProtocolWorkM",5,"Survey Lavoro",3,2019-02-06 18:01:02.213,2019-02-06 18:02:46.304,"Alcomputer","0","Nessuno","6","5","6","6","2","5","3","Formazioneinsufficiente","2","2","4","6","6","4","4","4","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","3",NA,NA,NA,NA,NA,NA
"PBLN1949","Android","ProtocolWorkF",1,"Survey Mattina",3,2019-11-06 09:15:00.188,2019-11-06 10:05:20.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","5","6","5","2","2","6","5",NA,"6","Maldischiena,Dolorimestruali","3","4","3","3","No"
"PBLN1949","Android","ProtocolWorkF",2,"Survey Lavoro",3,2019-11-06 10:27:05.974,2019-11-06 10:33:29.725,"Alcomputer","0","Superiori","3","3","4","3","6","4","6","Nessunadiquestecondizoni","2","4","2","5","3","6","5","3","ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione","6",NA,NA,NA,NA,NA,NA
"PBLN1949","Android","ProtocolWorkF",3,"Survey Lavoro",3,2019-11-06 13:32:22.088,2019-11-06 13:35:13.234,"Alcomputer","0","Nessuno","4","3","3","3","3","5","6","Nessunadiquestecondizoni","2","4","3","5","4","5","5","4","PAUSA-->indicaancheL'ATTIVITÀSVOLTAPRIMAdellapausaeriferiscitiaquestaperleprossimedomande","6",NA,NA,NA,NA,NA,NA
"PBLN1949","Android","ProtocolWorkF",4,"Survey Lavoro",3,2019-11-06 15:07:59.555,2019-11-06 15:22:45.378,"Alcomputer","0","Nessuno","3","4","4","3","5","6","5","Nessunadiquestecondizoni","3","4","4","5","3","5","5","4","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","5",NA,NA,NA,NA,NA,NA
"PBLN1949","Android","ProtocolWorkF",5,"Survey Lavoro",3,2019-11-06 18:00:08.644,2019-11-06 18:04:06.419,"Alcomputer","0","Nessuno","5","3","5","4","5","6","5","Interruzioni","3","2","4","3","4","4","4","3","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","5",NA,NA,NA,NA,NA,NA
"PBLN1949","Android","ProtocolWorkF",1,"Survey Mattina",5,2019-11-08 09:15:00.114,2019-11-08 09:57:27.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","5","5","5","2","2","5","5",NA,"6","Maldischiena,Dolorimestruali","3","3","3","2","No"
"PBLN1949","Android","ProtocolWorkF",2,"Survey Lavoro",5,2019-11-08 10:31:56.551,2019-11-08 10:51:45.144,"Alcomputer","0","Nessuno","5","4","3","5","5","6","4","Formazioneinsufficiente","3","5","3","4","3","5","5","5","ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione","5",NA,NA,NA,NA,NA,NA
"PBLN1949","Android","ProtocolWorkF",3,"Survey Lavoro",5,2019-11-08 13:38:31.275,2019-11-08 13:56:33.522,"Alcomputer,Altro","4","Colleghi","5","4","4","5","6","5","5","Nessunadiquestecondizoni","2","5","2","6","3","6","5","5","PAUSA-->indicaancheL'ATTIVITÀSVOLTAPRIMAdellapausaeriferiscitiaquestaperleprossimedomande,ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione","5",NA,NA,NA,NA,NA,NA
"PBLN1949","Android","ProtocolWorkF",4,"Survey Lavoro",5,2019-11-08 16:21:01.401,2019-11-08 16:23:45.585,"Alcomputer","0","Nessuno","5","4","3","5","4","5","5","Nessunadiquestecondizoni","3","3","3","4","3","4","5","3","ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione","5",NA,NA,NA,NA,NA,NA
"PBLN1949","Android","ProtocolWorkF",5,"Survey Lavoro",5,2019-11-08 18:02:09.908,2019-11-08 18:05:48.746,"Alcomputer","0","Colleghi","3","2","2","1","7","7","7","Nessunadiquestecondizoni","3","2","3","6","4","6","5","3","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","5",NA,NA,NA,NA,NA,NA
"PBLN1949","Android","ProtocolWorkF",1,"Survey Mattina",1,2019-11-11 09:15:00.251,2019-11-11 09:36:44.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4","4","3","4","4","5",NA,"5","Nessunodiquestisintomi","5","5","2","2","No"
"PBLN1949","Android","ProtocolWorkF",2,"Survey Lavoro",1,2019-11-11 10:28:18.187,2019-11-11 10:34:44.818,"Alcomputer","1","Nessuno","4","3","3","2","3","7","7","Nessunadiquestecondizoni","3","5","3","5","3","4","4","5","ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione","5",NA,NA,NA,NA,NA,NA
"PBLN1949","Android","ProtocolWorkF",3,"Survey Lavoro",1,2019-11-11 13:30:07.649,2019-11-11 13:32:30.422,"Alcomputer","0","Nessuno","5","3","2","2","5","7","7","Nessunadiquestecondizoni","2","5","3","5","2","5","5","5","PAUSA-->indicaancheL'ATTIVITÀSVOLTAPRIMAdellapausaeriferiscitiaquestaperleprossimedomande,RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","5",NA,NA,NA,NA,NA,NA
"PBLN1949","Android","ProtocolWorkF",4,"Survey Lavoro",1,2019-11-11 15:05:36.146,2019-11-11 15:09:21.550,"Alcomputer,Facciaafaccia/oralmente","2","Colleghi,Superiori","2","2","2","1","6","6","7","Nessunadiquestecondizoni","2","5","2","5","3","5","6","5","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","5",NA,NA,NA,NA,NA,NA
"PBLN1949","Android","ProtocolWorkF",5,"Survey Lavoro",1,2019-11-11 16:35:34.121,2019-11-11 16:45:35.883,"Alcomputer","0","Nessuno","3","3","3","4","6","7","7","Nessunadiquestecondizoni","3","5","3","5","3","5","5","5","ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione,RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","5",NA,NA,NA,NA,NA,NA
"PBLN1949","Android","ProtocolWorkF",6,"Survey Lavoro",1,2019-11-11 17:56:50.198,2019-11-11 17:58:59.175,"Alcomputer","0","Nessuno","4","3","4","4","6","6","6","Nessunadiquestecondizoni","3","4","3","5","4","5","4","3","ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione,AUTHORINGcreazione/composizionedicontenutitestualiomultimediali","5",NA,NA,NA,NA,NA,NA
"PCAN1953","iOS","ProtocolWorkM",1,"Survey Lavoro",1,2019-09-23 09:25:34.317,2019-09-23 09:27:15.242,"Alcomputer","2","Nessuno","3","4","4","4","3","6","6","Nessunadiquestecondizoni","5","3","5","5","3","5","5","4","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione","6",NA,NA,NA,NA,NA,NA
"PCAN1953","iOS","ProtocolWorkM",2,"Survey Lavoro",1,2019-09-23 12:31:45.788,2019-09-23 12:33:24.357,"Facciaafaccia/oralmente,Alcomputer","8","Colleghi,Superiori","4","4","4","4","5","6","3","Nessunadiquestecondizoni","2","4","3","5","3","6","6","6","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione","5",NA,NA,NA,NA,NA,NA
"PCAN1953","iOS","ProtocolWorkM",3,"Survey Lavoro",1,2019-09-23 14:07:26.351,2019-09-23 14:08:13.962,"Alcomputer","0","Nessuno","4","4","4","4","4","4","4","Nessunadiquestecondizoni","2","6","2","6","2","6","6","6","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione","5",NA,NA,NA,NA,NA,NA
"PCAN1953","iOS","ProtocolWorkM",4,"Survey Lavoro",1,2019-09-23 15:36:55.754,2019-09-23 15:37:54.363,"Alcomputer","0","Nessuno","7","6","7","7","2","3","6","Nessunadiquestecondizoni","3","6","2","5","3","7","6","6","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione","5",NA,NA,NA,NA,NA,NA
"PCAN1953","iOS","ProtocolWorkM",1,"Survey Lavoro",3,2019-09-25 09:31:26.342,2019-09-25 09:32:12.278,"Alcomputer","0","Nessuno","6","7","5","7","2","5","6","Nessunadiquestecondizoni","2","6","2","6","2","7","6","7","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione","6",NA,NA,NA,NA,NA,NA
"PCIG1953","iOS","ProtocolWorkM",1,"Survey Lavoro",3,2018-11-14 10:37:13.867,2018-11-14 10:39:10.818,"Alcomputer","2","Colleghi","7","7","6","6","2","5","7","Interruzioni,Inadeguatoaiutodapartedialtrepersone,Regoleeprocedureorganizzative,Ilmiosuperiore","6","7","2","4","2","5","3","4","AUTHORINGcreazione/composizionedicontenutitestualiomultimediali,RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","5",NA,NA,NA,NA,NA,NA
"PCIG1953","iOS","ProtocolWorkM",2,"Survey Lavoro",3,2018-11-14 12:24:41.353,2018-11-14 12:26:03.175,"Facciaafaccia/oralmente,Alcomputer,Consmarphone/tablet,Altelefono","2","Colleghi,Superiori,Fornitorioaltricollaboratoriesterni","6","7","7","6","5","3","2","Interruzioni,Inadeguatoaiutodapartedialtrepersone,Ilmiosuperiore","6","5","3","5","2","6","5","3","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione,AUTHORINGcreazione/composizionedicontenutitestualiomultimediali,ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie
","6",NA,NA,NA,NA,NA,NA
"PCIG1953","iOS","ProtocolWorkM",3,"Survey Lavoro",3,2018-11-14 13:33:16.502,2018-11-14 13:34:50.288,"Altro","2","Familiari/amici","4","2",NA,NA,NA,NA,NA,NA,"3","4","5","4","2","6","6","3","PAUSA-->indicaancheL'ATTIVITÀSVOLTAPRIMAdellapausaeriferiscitiaquestaperleprossimedomande","7",NA,NA,NA,NA,NA,NA
"PCIG1953","iOS","ProtocolWorkM",4,"Survey Lavoro",3,2018-11-14 15:05:46.683,2018-11-14 16:59:06.535,"Facciaafaccia/oralmente,Alcomputer,Consmarphone/tablet,Altelefono,Condocumenticartacei","4","Colleghi","6","7","6","7","3","2","5","Interruzioni,Inadeguatoaiutodapartedialtrepersone,Regoleeprocedureorganizzative,Ilmiosuperiore","4","2","5","3","6","3","3","3","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione,AUTHORINGcreazione/composizionedicontenutitestualiomultimediali,NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti,
ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","4",NA,NA,NA,NA,NA,NA
"PCIG1953","iOS","ProtocolWorkM",5,"Survey Lavoro",3,2018-11-14 18:09:21.488,2018-11-14 18:10:30.240,"Altelefono","1","Nessuno","7","7","7","7","5","6","6","Interruzioni,Inadeguatoaiutodapartedialtrepersone,Ilmiosuperiore","7","2","6","3","6","2","2","2","ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione,AUTHORINGcreazione/composizionedicontenutitestualiomultimediali,ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie,ALTRO","2",NA,NA,NA,NA,NA,NA
"PCIG1953","iOS","ProtocolWorkM",1,"Survey Lavoro",5,2018-11-16 10:42:37.551,2018-11-16 10:44:35.916,"Consmarphone/tablet","0","Nessuno","3","4","6","3","4","4","2","Ilmiosuperiore,Inadeguatoaiutodapartedialtrepersone","5","3","4","6","6","4","5","3","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,AUTHORINGcreazione/composizionedicontenutitestualiomultimediali,NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","3",NA,NA,NA,NA,NA,NA
"PCIG1953","iOS","ProtocolWorkM",2,"Survey Lavoro",5,2018-11-16 12:04:09.940,2018-11-16 12:05:27.557,"Consmarphone/tablet,Altelefono","0","Nessuno","6","5","5","5","7","6",NA,NA,"3","6","5","6","4","6","6","6","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti,ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione,ALTRO","3",NA,NA,NA,NA,NA,NA
"PCIG1953","iOS","ProtocolWorkM",3,"Survey Lavoro",5,2018-11-16 15:06:22.421,2018-11-16 15:07:54.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA
"PCIG1953","iOS","ProtocolWorkM",4,"Survey Lavoro",5,2018-11-16 18:05:58.147,2018-11-16 18:07:04.740,"Facciaafaccia/oralmente,Alcomputer","3","Colleghi,Superiori,Fornitorioaltricollaboratoriesterni","6","6","6","7","3","3","5","Interruzioni,Inadeguatoaiutodapartedialtrepersone,Regoleeprocedureorganizzative,Ilmiosuperiore","6","3","6","4","5","4","6","4","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione,AUTHORINGcreazione/composizionedicontenutitestualiomultimediali,NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti,
ALTRO","2",NA,NA,NA,NA,NA,NA
"PCIG1953","iOS","ProtocolWorkM",1,"Survey Mattina",1,2018-11-19 09:15:05.124,2018-11-19 09:15:55.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","6","6","6","2","3","6","7",NA,"6","Affaticamentodegliocchi","2","1","5","4","Sì"
"PCIG1953","iOS","ProtocolWorkM",2,"Survey Lavoro",1,2018-11-19 10:55:25.989,2018-11-19 10:56:40.857,"Facciaafaccia/oralmente,Alcomputer,Condocumenticartacei","1","Nessuno","7","5","5","4","7","7","6","Regoleeprocedureorganizzative","2","6","4","4","3","6","6","6","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione,AUTHORINGcreazione/composizionedicontenutitestualiomultimediali,ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie,
ALTRO","6",NA,NA,NA,NA,NA,NA
